"","cps19_age","cps19_gender","cps19_education","pes19_votechoice2019"
"4048",54,"A man","Bachelor's degree","Conservative Party"
"4049",54,"A woman","Some university","Liberal Party"
"4050",47,"A woman","Bachelor's degree","Liberal Party"
"4051",52,"A woman","Bachelor's degree","NDP"
"4052",63,"A woman","Completed secondary/ high school","Conservative Party"
"4053",70,"A man","Bachelor's degree","Conservative Party"
"4054",68,"A man","Some university","Don't know / Prefer not to answer"
"4055",67,"A woman","Bachelor's degree","Liberal Party"
"4056",62,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4057",71,"A woman","Bachelor's degree","NDP"
"4058",47,"A man","Bachelor's degree","NDP"
"4059",72,"A man","Professional degree or doctorate","NDP"
"4060",71,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4061",76,"A woman","Master's degree","Conservative Party"
"4062",48,"A woman","Master's degree","Conservative Party"
"4063",28,"A woman","Some secondary/ high school","Conservative Party"
"4064",70,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"4065",47,"A man","Bachelor's degree","Liberal Party"
"4066",62,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"4067",73,"A man","Some university","Conservative Party"
"4068",60,"A woman","Professional degree or doctorate","Liberal Party"
"4069",30,"A woman","Some university","NDP"
"4070",70,"A man","Completed secondary/ high school","Conservative Party"
"4071",45,"A woman","Bachelor's degree","Liberal Party"
"4072",68,"A man","Bachelor's degree","NDP"
"4073",56,"A man","Completed secondary/ high school","Conservative Party"
"4074",43,"A woman","Some secondary/ high school","Conservative Party"
"4075",57,"A woman","Completed secondary/ high school","Green Party"
"4076",37,"A woman","Master's degree","Conservative Party"
"4077",55,"A man","Bachelor's degree","Liberal Party"
"4078",66,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4079",63,"A woman","Bachelor's degree","Green Party"
"4080",33,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4081",71,"A woman","Master's degree","Liberal Party"
"4082",44,"A woman","Master's degree","Conservative Party"
"4083",57,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4084",63,"A woman","Some university","Liberal Party"
"4085",83,"A man","Bachelor's degree","Conservative Party"
"4086",52,"A woman","Bachelor's degree","Liberal Party"
"4087",66,"A man","Bachelor's degree","Liberal Party"
"4088",63,"A man","Master's degree","Liberal Party"
"4089",70,"A man","Bachelor's degree","Liberal Party"
"4090",47,"A woman","Completed secondary/ high school","NDP"
"4091",30,"A woman","Completed secondary/ high school","NDP"
"4092",61,"A man","Master's degree","Liberal Party"
"4093",28,"A woman","Some university","NDP"
"4094",41,"A woman","Completed secondary/ high school","Conservative Party"
"4095",56,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4096",63,"A woman","Completed secondary/ high school","Liberal Party"
"4097",27,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4098",60,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4099",76,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4100",73,"A man","Bachelor's degree","Liberal Party"
"4101",44,"A woman","Bachelor's degree","NDP"
"4102",67,"A woman","Completed secondary/ high school","Conservative Party"
"4103",60,"A man","Bachelor's degree","Liberal Party"
"4104",39,"A woman","Bachelor's degree","NDP"
"4105",69,"A woman","Bachelor's degree","Liberal Party"
"4106",61,"A woman","Some university","Conservative Party"
"4107",26,"A woman","Bachelor's degree","Liberal Party"
"4108",64,"A woman","Bachelor's degree","NDP"
"4109",59,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4110",81,"A woman","Master's degree","Conservative Party"
"4111",67,"A woman","Some university","Liberal Party"
"4112",58,"A man","Master's degree","Conservative Party"
"4113",72,"A woman","Some university","Liberal Party"
"4114",68,"A woman","Bachelor's degree","NDP"
"4115",56,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4116",77,"A woman","Bachelor's degree","Liberal Party"
"4117",57,"A woman","Bachelor's degree","Liberal Party"
"4118",41,"A woman","Master's degree","Green Party"
"4119",34,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4120",71,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4121",70,"A man","Bachelor's degree","Conservative Party"
"4122",37,"A woman","Bachelor's degree","Liberal Party"
"4123",79,"A man","Bachelor's degree","Liberal Party"
"4124",70,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4125",43,"A man","Master's degree","Liberal Party"
"4126",58,"A man","Some university","Liberal Party"
"4127",50,"A man","Bachelor's degree","Conservative Party"
"4128",46,"A woman","Bachelor's degree","NDP"
"4129",60,"A woman","Bachelor's degree","Don't know / Prefer not to answer"
"4130",42,"A woman","Completed secondary/ high school","Liberal Party"
"4131",59,"A woman","Completed secondary/ high school","Green Party"
"4132",52,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4133",44,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4134",56,"A man","Some university","Green Party"
"4135",70,"A man","Bachelor's degree","Liberal Party"
"4136",35,"A woman","Completed secondary/ high school","Liberal Party"
"4137",68,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4138",23,"A woman","Master's degree","NDP"
"4139",67,"A man","Some secondary/ high school","Conservative Party"
"4140",67,"A woman","Bachelor's degree","Green Party"
"4141",78,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4142",46,"A man","Some university","Conservative Party"
"4143",49,"A man","Bachelor's degree","Conservative Party"
"4144",45,"A woman","Completed secondary/ high school","NDP"
"4145",43,"A man","Master's degree","Liberal Party"
"4146",51,"A man","Some university","Liberal Party"
"4147",53,"A woman","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"4148",47,"A man","Master's degree","Conservative Party"
"4149",51,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4150",53,"A woman","Master's degree","Green Party"
"4151",66,"A man","Completed technical, community college, CEGEP, College Classique","People's Party"
"4152",34,"A man","Bachelor's degree","Conservative Party"
"4153",49,"A woman","Master's degree","Liberal Party"
"4154",65,"A woman","Completed secondary/ high school","Conservative Party"
"4155",81,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4156",49,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4157",58,"A woman","Completed secondary/ high school","Liberal Party"
"4158",99,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"4159",49,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4160",56,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4161",64,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4162",58,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4163",76,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4164",54,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4165",33,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"4166",63,"A man","Bachelor's degree","Conservative Party"
"4167",73,"A woman","Bachelor's degree","Liberal Party"
"4168",34,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4169",64,"A man","Master's degree","Bloc Qu̩b̩cois"
"4170",64,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4171",68,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4172",61,"A woman","Completed secondary/ high school","Conservative Party"
"4173",72,"A man","Some secondary/ high school","NDP"
"4174",55,"A man","Professional degree or doctorate","Liberal Party"
"4175",44,"A man","Bachelor's degree","Conservative Party"
"4176",41,"A woman","Bachelor's degree","Conservative Party"
"4177",62,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4178",49,"A woman","Bachelor's degree","Green Party"
"4179",54,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"4180",63,"A man","Bachelor's degree","Conservative Party"
"4181",43,"A man","Bachelor's degree","NDP"
"4182",56,"A woman","Bachelor's degree","NDP"
"4183",40,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Completed secondary/ high school","Liberal Party"
"4184",61,"A man","Completed secondary/ high school","Conservative Party"
"4185",61,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4186",69,"A man","Bachelor's degree","NDP"
"4187",59,"A woman","Bachelor's degree","Liberal Party"
"4188",63,"A man","Master's degree","Liberal Party"
"4189",71,"A man","Professional degree or doctorate","Conservative Party"
"4190",78,"A woman","Bachelor's degree","Conservative Party"
"4191",53,"A woman","Completed technical, community college, CEGEP, College Classique","People's Party"
"4192",62,"A woman","Bachelor's degree","NDP"
"4193",66,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"4194",77,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4195",66,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"4196",78,"A woman","Master's degree","Conservative Party"
"4197",66,"A man","Some university","Green Party"
"4198",61,"A woman","Completed secondary/ high school","Liberal Party"
"4199",59,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4200",67,"A man","Bachelor's degree","Conservative Party"
"4201",66,"A man","Some university","Conservative Party"
"4202",40,"A woman","Some technical, community college, CEGEP, College Classique","Green Party"
"4203",63,"A woman","Some secondary/ high school","Conservative Party"
"4204",60,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4205",73,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4206",76,"A man","Some university","Green Party"
"4207",63,"A man","Master's degree","Green Party"
"4208",59,"A woman","Completed secondary/ high school","Liberal Party"
"4209",39,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4210",77,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4211",43,"A woman","Bachelor's degree","NDP"
"4212",56,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4213",46,"A woman","Completed secondary/ high school","Conservative Party"
"4214",76,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4215",61,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"4216",61,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"4217",63,"A man","Some university","Conservative Party"
"4218",77,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4219",60,"A woman","Some university","Conservative Party"
"4220",60,"A woman","Bachelor's degree","Green Party"
"4221",99,"A man","Some secondary/ high school","Liberal Party"
"4222",74,"A woman","Some secondary/ high school","Conservative Party"
"4223",73,"A man","Bachelor's degree","NDP"
"4224",39,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4225",76,"A woman","Completed secondary/ high school","Conservative Party"
"4226",51,"A woman","Bachelor's degree","NDP"
"4227",71,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4228",56,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4229",49,"A woman","Some secondary/ high school","Conservative Party"
"4230",52,"A woman","Some university","Liberal Party"
"4231",65,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4232",54,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4233",51,"A man","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4234",64,"A woman","Completed secondary/ high school","Conservative Party"
"4235",40,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4236",71,"A woman","Some university","Bloc Qu̩b̩cois"
"4237",64,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"4238",62,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4239",87,"A man","Some university","NDP"
"4240",71,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4241",63,"A man","Some university","Conservative Party"
"4242",44,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4243",33,"A woman","Bachelor's degree","Green Party"
"4244",72,"A woman","Completed secondary/ high school","Liberal Party"
"4245",63,"A man","Bachelor's degree","People's Party"
"4246",61,"A woman","Some secondary/ high school","Green Party"
"4247",24,"A woman","Bachelor's degree","NDP"
"4248",75,"A man","Master's degree","Conservative Party"
"4249",34,"A woman","Completed technical, community college, CEGEP, College Classique","People's Party"
"4250",71,"A man","Bachelor's degree","Liberal Party"
"4251",90,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4252",81,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4253",50,"A woman","Master's degree","Green Party"
"4254",66,"A man","Bachelor's degree","NDP"
"4255",56,"A woman","Bachelor's degree","Conservative Party"
"4256",66,"A woman","Some university","NDP"
"4257",41,"A man","Bachelor's degree","Conservative Party"
"4258",50,"A man","Some university","Liberal Party"
"4259",36,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4260",31,"A woman","Bachelor's degree","Conservative Party"
"4261",75,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4262",45,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4263",61,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4264",56,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4265",66,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4266",51,"A man","Some secondary/ high school","Conservative Party"
"4267",65,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4268",41,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4269",31,"A woman","Some university","NDP"
"4270",51,"A man","Some university","Green Party"
"4271",53,"A man","Bachelor's degree","Conservative Party"
"4272",33,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4273",70,"A woman","Bachelor's degree","NDP"
"4274",53,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4275",44,"A man","Bachelor's degree","Liberal Party"
"4276",43,"A woman","Bachelor's degree","Conservative Party"
"4277",81,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4278",63,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4279",78,"A man","Master's degree","Conservative Party"
"4280",19,"A woman","Some university","Liberal Party"
"4281",39,"A man","Bachelor's degree","NDP"
"4282",40,"A man","Bachelor's degree","Liberal Party"
"4283",19,"A woman","Master's degree","Liberal Party"
"4284",66,"A man","Bachelor's degree","Liberal Party"
"4285",33,"A woman","Bachelor's degree","Liberal Party"
"4286",67,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4287",65,"A woman","Bachelor's degree","Conservative Party"
"4288",52,"A woman","Completed secondary/ high school","Liberal Party"
"4289",34,"A man","Bachelor's degree","Liberal Party"
"4290",69,"A woman","Some university","Liberal Party"
"4291",43,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4292",66,"A woman","Bachelor's degree","Conservative Party"
"4293",49,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"4294",61,"A woman","Master's degree","Liberal Party"
"4295",74,"A woman","Completed secondary/ high school","Liberal Party"
"4296",30,"A woman","Bachelor's degree","Liberal Party"
"4297",64,"A man","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4298",40,"A man","Bachelor's degree","Conservative Party"
"4299",75,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4300",71,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4301",60,"A woman","Master's degree","Conservative Party"
"4302",53,"A woman","Master's degree","Don't know / Prefer not to answer"
"4303",61,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4304",54,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4305",35,"A woman","Some university","Liberal Party"
"4306",61,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4307",67,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4308",75,"A man","Master's degree","NDP"
"4309",55,"A man","Master's degree","Conservative Party"
"4310",65,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4311",48,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4312",49,"A man","Bachelor's degree","Liberal Party"
"4313",61,"A man","Bachelor's degree","Green Party"
"4314",66,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4315",71,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4316",74,"A woman","Bachelor's degree","Conservative Party"
"4317",55,"A woman","Master's degree","Green Party"
"4318",40,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"4319",63,"A woman","Bachelor's degree","Liberal Party"
"4320",58,"A man","Completed secondary/ high school","Liberal Party"
"4321",45,"A man","Master's degree","NDP"
"4322",58,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4323",59,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4324",74,"A woman","Some university","Liberal Party"
"4325",79,"A man","Master's degree","Conservative Party"
"4326",38,"A woman","Some university","Liberal Party"
"4327",64,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"4328",62,"A man","Completed secondary/ high school","Conservative Party"
"4329",67,"A man","Some university","Conservative Party"
"4330",73,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4331",51,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4332",19,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"4333",79,"A man","Professional degree or doctorate","Liberal Party"
"4334",62,"A woman","Completed secondary/ high school","Conservative Party"
"4335",48,"A woman","Bachelor's degree","NDP"
"4336",78,"A woman","Some university","Don't know / Prefer not to answer"
"4337",76,"A man","Bachelor's degree","Conservative Party"
"4338",64,"A woman","Completed secondary/ high school","Conservative Party"
"4339",29,"A woman","Bachelor's degree","NDP"
"4340",48,"A woman","Completed secondary/ high school","NDP"
"4341",55,"A woman","Master's degree","Liberal Party"
"4342",67,"A man","Completed secondary/ high school","Liberal Party"
"4343",55,"A woman","Completed technical, community college, CEGEP, College Classique","People's Party"
"4344",73,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4345",46,"A woman","Bachelor's degree","Conservative Party"
"4346",58,"A woman","Bachelor's degree","Liberal Party"
"4347",66,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4348",50,"A man","Bachelor's degree","Liberal Party"
"4349",49,"A woman","Professional degree or doctorate","Conservative Party"
"4350",44,"A woman","Bachelor's degree","Conservative Party"
"4351",61,"A woman","Some university","Conservative Party"
"4352",78,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4353",51,"A man","Professional degree or doctorate","Conservative Party"
"4354",59,"A man","Professional degree or doctorate","Conservative Party"
"4355",58,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4356",67,"A woman","Master's degree","Liberal Party"
"4357",23,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4358",36,"A man","Bachelor's degree","Liberal Party"
"4359",63,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4360",51,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4361",78,"A woman","Completed secondary/ high school","Conservative Party"
"4362",65,"A woman","Completed secondary/ high school","Green Party"
"4363",66,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4364",60,"A woman","Some university","NDP"
"4365",82,"A woman","Some university","Liberal Party"
"4366",34,"A woman","Master's degree","Conservative Party"
"4367",39,"A woman","Bachelor's degree","People's Party"
"4368",25,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4369",49,"A woman","Completed secondary/ high school","Liberal Party"
"4370",29,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4371",55,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"4372",38,"A man","Bachelor's degree","Conservative Party"
"4373",66,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4374",59,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4375",78,"A woman","Completed secondary/ high school","NDP"
"4376",70,"A woman","Professional degree or doctorate","Green Party"
"4377",62,"A woman","Master's degree","NDP"
"4378",64,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4379",19,"A man","Master's degree","Conservative Party"
"4380",95,"A man","Bachelor's degree","Liberal Party"
"4381",67,"A woman","Completed secondary/ high school","Conservative Party"
"4382",66,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4383",79,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4384",53,"A woman","Professional degree or doctorate","NDP"
"4385",73,"A man","Some university","Liberal Party"
"4386",37,"A woman","Completed technical, community college, CEGEP, College Classique","I spoiled my vote"
"4387",77,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4388",45,"A man","Bachelor's degree","Conservative Party"
"4389",28,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"4390",66,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4391",73,"A man","Some university","Conservative Party"
"4392",66,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4393",71,"A man","Completed secondary/ high school","Conservative Party"
"4394",40,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"4395",79,"A man","Master's degree","Conservative Party"
"4396",74,"A woman","Completed secondary/ high school","Liberal Party"
"4397",74,"A man","Some secondary/ high school","Liberal Party"
"4398",48,"A man","Completed secondary/ high school","Another party (specify)"
"4399",64,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4400",35,"A woman","Bachelor's degree","Conservative Party"
"4401",65,"A man","Some university","Conservative Party"
"4402",30,"A woman","Bachelor's degree","Liberal Party"
"4403",76,"A man","Professional degree or doctorate","NDP"
"4404",55,"A woman","Bachelor's degree","NDP"
"4405",55,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4406",31,"A woman","Some university","Conservative Party"
"4407",48,"A woman","Some university","NDP"
"4408",70,"A man","Some secondary/ high school","NDP"
"4409",76,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4410",69,"A man","Bachelor's degree","Liberal Party"
"4411",65,"A woman","Professional degree or doctorate","NDP"
"4412",64,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4413",60,"A man","Completed secondary/ high school","Conservative Party"
"4414",68,"A woman","Bachelor's degree","Liberal Party"
"4415",37,"A woman","Completed secondary/ high school","Conservative Party"
"4416",64,"A woman","Some university","Don't know / Prefer not to answer"
"4417",28,"A woman","Bachelor's degree","Conservative Party"
"4418",77,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4419",34,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"4420",44,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"4421",55,"A man","Bachelor's degree","Liberal Party"
"4422",54,"A woman","Bachelor's degree","People's Party"
"4423",72,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4424",53,"A woman","Bachelor's degree","NDP"
"4425",78,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4426",63,"A man","Completed secondary/ high school","Liberal Party"
"4427",63,"A woman","Bachelor's degree","Conservative Party"
"4428",73,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4429",68,"A woman","Some university","NDP"
"4430",63,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4431",27,"A woman","Some university","Conservative Party"
"4432",62,"A man","Bachelor's degree","Green Party"
"4433",59,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4434",64,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4435",59,"A man","Completed secondary/ high school","Conservative Party"
"4436",61,"A woman","Bachelor's degree","Liberal Party"
"4437",51,"A man","Master's degree","Conservative Party"
"4438",58,"A woman","Master's degree","Conservative Party"
"4439",67,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4440",53,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Master's degree","Conservative Party"
"4441",71,"A woman","Some university","Conservative Party"
"4442",54,"A man","Bachelor's degree","Conservative Party"
"4443",64,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4444",37,"A woman","Bachelor's degree","I spoiled my vote"
"4445",34,"A man","Bachelor's degree","NDP"
"4446",59,"A man","Completed secondary/ high school","NDP"
"4447",30,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4448",66,"A woman","Some university","Liberal Party"
"4449",46,"A woman","Master's degree","Liberal Party"
"4450",46,"A man","Bachelor's degree","Conservative Party"
"4451",72,"A woman","Bachelor's degree","Liberal Party"
"4452",32,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4453",63,"A woman","Bachelor's degree","Liberal Party"
"4454",64,"A woman","Bachelor's degree","Conservative Party"
"4455",70,"A woman","Some university","Another party (specify)"
"4456",38,"A woman","Completed secondary/ high school","NDP"
"4457",72,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4458",71,"A woman","Bachelor's degree","Liberal Party"
"4459",68,"A man","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"4460",56,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4461",56,"A woman","Completed secondary/ high school","Bloc Qu̩b̩cois"
"4462",63,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4463",35,"A woman","Master's degree","Liberal Party"
"4464",66,"A woman","Bachelor's degree","Don't know / Prefer not to answer"
"4465",93,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4466",55,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4467",69,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Some university","NDP"
"4468",63,"A woman","Completed secondary/ high school","Don't know / Prefer not to answer"
"4469",37,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4470",58,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4471",55,"A man","Some university","Liberal Party"
"4472",65,"A man","Completed technical, community college, CEGEP, College Classique","Green Party"
"4473",52,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4474",43,"A man","Some university","Don't know / Prefer not to answer"
"4475",53,"A woman","Master's degree","People's Party"
"4476",45,"A man","Some university","Conservative Party"
"4477",46,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4478",59,"A woman","Some university","People's Party"
"4479",63,"A woman","Bachelor's degree","Conservative Party"
"4480",66,"A woman","Bachelor's degree","Liberal Party"
"4481",45,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4482",52,"A woman","Completed secondary/ high school","Conservative Party"
"4483",38,"A woman","Completed secondary/ high school","Liberal Party"
"4484",54,"A man","Bachelor's degree","Liberal Party"
"4485",57,"A woman","Completed secondary/ high school","Conservative Party"
"4486",34,"A woman","Bachelor's degree","People's Party"
"4487",67,"A woman","Completed secondary/ high school","Liberal Party"
"4488",37,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4489",30,"A woman","Master's degree","I spoiled my vote"
"4490",69,"A woman","Some university","Green Party"
"4491",62,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4492",69,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"4493",70,"A woman","Bachelor's degree","Liberal Party"
"4494",27,"A woman","Bachelor's degree","Green Party"
"4495",37,"A man","Bachelor's degree","Liberal Party"
"4496",21,"A woman","Bachelor's degree","Liberal Party"
"4497",72,"A man","Bachelor's degree","Conservative Party"
"4498",41,"A woman","Bachelor's degree","Liberal Party"
"4499",61,"A man","Bachelor's degree","Liberal Party"
"4500",77,"A woman","Professional degree or doctorate","Liberal Party"
"4501",65,"A man","Bachelor's degree","Conservative Party"
